Structure	Solvent	SCF_Energy	Thermal_Correction
Total
q_P2S6Na2_q0_cis	Water	-3396.85415607 	 -0.032343 	-3396.88649907
b_P2S8_q2m_cis	Water	-3868.77299152 	 -0.025759 	-3868.79875052
q_P2S6Na2_q0_cis	THF	-3396.83504226 	 -0.02866 	-3396.86370226
b_P2S8_q2m_cis	THF	-3868.74337843 	 -0.026022 	-3868.76940043
q_P2S6Na2_q0_cis	DiethylEther	-3396.82172837 	 -0.028023 	-3396.84975137
b_P2S8_q2m_cis	DiethylEther	-3868.7193653 	 -0.025964 	-3868.7453293
q_P2S6Na2_q0_cis	EthylEthanoate	-3396.83060491 	 -0.02795 	-3396.8585549100003
b_P2S8_q2m_cis	EthylEthanoate	-3868.73565448 	 -0.025988 	-3868.76164248
